	Text	Emotion
4808	i feel threatened because she attacked me in the arena	1
4809	i feel pathetic and uninspired	3
4810	i feel like its rude to ignore people	0
4811	im tired of talking about myself i feel so vain i love it	3
4812	i feel like an ungrateful asshole	3
4813	i wont say the insecure feelings are gone but if i feel shitty i just grab the card and read it	3
4814	i feel a little apprehensive about all of the grue activities this weekend	1
4815	i guess all married couple have days every now and then when one partner feels like being domestically violent toward the other	0
4816	i just sank into feeling completely satisfied by the time it was done and oh the sex was super excellent because they had both been dying to get at each other so it had an edge of intensity both times and the build up made it worth the while even beyond how hot it was	2
4817	i dont know why for some reason i feel really pissed off by this person ive supported for years	0
4818	i have rarely left a meeting feeling more angry and upset	0
4819	i feel disgusted by most people	0
4820	i don t feel disgusted with it by then it s safe to try writing	0
4821	i actually feel a bit reluctant to really tell you too much about it	1
4822	i got everything squared away and was feeling fairly productive already	2
4823	i feel no i have not been the victim of a violent crime and no i have never had to deal with a girl being pregnant with my child	0
4824	i am feeling pretty confident that on monday i will get up and slip in to the water at masters swim and enjoy my time with everyone there	2
4825	i started this blog with pure intentions i must confess to starting to feel a little disheartened lately by the knowledge that there doesnt seem to be anybody reading it	3
4826	i am feeling not so cute and my clothes are kind of snug so its time to clean up my act	2
4827	i do apologize in advance if you may feel offended	0
4828	i hate wearing watch but at the same time i will feel distressed if i dont know what time is it	1
4829	i still dont know how i feel i hated getting wisconsin plates	0
4830	i came home still feeling pretty rotten	3
4831	im bored and feeling ignored	3
4832	im feeling a little apprehensive as we come near the time we go back to mayo clinic	1
4833	i was feeling somewhat shaky and i know that i was experiencing the onset of the infamous bonk	1
4834	i still feel shaky but it is gradually getting better i have no idea what is going on	1
4835	im feeling generous so i think ill add a few more bonuses such as my santa babes from my gallery of perversion	2
4836	i am a big believer in the phrase that some people are all style no substance and i feel that if you have nothing worthwhile to say just dont say it	2
4837	i feel most frightened	1
4838	i find it may be a way for me to release my feelings so that i am not troubled when i face the one who has punished my family	3
4839	i would pick out for myself but i will give them a try when i am feeling adventurous	2
4840	i dont know i think her choice was the right one i do know how it feels to have to find a community in which you are valued taken seriously and appreciated	2
4841	i feel like i dont even know how to trust that im trusting well enough	2
4842	i cannot help feeling a little sceptical	1
4843	i feel that it is a little dangerous to let scientists be independently funded while working in these communal labs with no supervision or regulation	0
4844	i feel like if i continue i ll start the babble and bore the heck out of anyone reading so i ll just try to finish it with a few thankful thoughts	2
4845	i suppose i ended up feeling that some of these clues were a bit too clever for their own good	2
4846	im also feeling brave enough to publish my thoughts about them again too	2
4847	i feel that my generosity is abused when you steal after visiting my home	3
4848	i know i should write something but i m feeling a bit blank at the moment	3
4849	i am feeling quite apprehensive regarding this module as it will be the first time i ve dissected a human body wonderfully donated to the biomedical services of the university by generous members of the public and the first time i ve had to learn anatomy in detail	1
4850	i feel disgusted and lose respect for them as a lady he said	0
4851	i feel grouchy at one point then it changes to a panic then to having this feeling like someone or something is after me	0
4852	i am just making people upset and feel irritated	0
4853	i feel like they hated me but i m too scared to listen to the tape	0
4854	i remember watching this as a child and feeling a bit outraged on charlie browns behalf when peppermint patty invites herself over to his house for thanksgiving and then gets angry when she doesnt get the meal she expects	0
4855	i feel mellow antonios	2
4856	i just love the way you feel and i wholeheartedly vote for adopting the gorgeous and healthy and scented amber queen lovely lady	2
4857	i wish santa claus was a real person cause i didnt feel as greedy when i was a kid and thought i was getting my loot for free	0
4858	i went to bed feeling less anxious and nervous than i had before that call and for that i was thankful	1
4859	ive been feeling kind of bitchy lately	0
4860	i agree with that overall life philosophy but sometimes people and even kids need their negative emotions acknowledged so that they don t feel ignored and negated in what they are truly feeling	3
4861	i severed i feel suddenly empty much smaller and oh so tired	3
4862	i forgive stanley hes not so quick to forgive as well and accuses me of making a foolish mistake and making him feel unwelcome in our apt	3
4863	i do feel pressured to do this though	1
4864	i think hes well aware of the internets reactions to gates and igle leaving and i imagine hes probably feeling a bit apprehensive of fans reactions to his work	1
4865	i just feel so fucked up by everything that the only place i can confide and spill my emotions is here because there isnt anyone like you	0
4866	i feel like love should be messy	3
4867	when i was walking around all alone at night	1
4868	when my grandmother died after a long illness	3
4869	i feel i am on an emotional roller coaster	3
4870	i am feeling uncertain about anything that we can have an open dialogue about it	1
4871	i feel like this is a little timid on the part of these writers	1
4872	i feel about petty games	0
4873	i wanted to feel about our wedding and i hated that i felt resentful of what is supposed to be a joyous and celebratory occasion	0
4874	i feel a bit sad that todays youngsters will never get to experience the bit of culture that my generation and those before it did	3
4875	ive seen a lot of seizures but never this many at once and of course i always feel totally helpless	1
4876	i feel stronger clearer but a little annoyed not quite sure why	0
4877	i just feel enraged and impotent seemingly unable to enact the change i want to see	0
4878	i am less in shock and currently feeling insulted about being hung out to dry this past weekend burning his things seems a pretty fair rewards for my unappreciated grace under pressure	0
4879	i am so thankful for my dream i started drawing again made me feel talented and framed my dream i can go after whatever i want	2
4880	deception from a person i loved very much	0
4881	ive spent a good chunk of the day feeling quite agitated in a taut way as though it wouldnt take much for me to really snap and chew someones head off	1
4882	i feel like they think i hate them or something and its just weird	1
4883	i cant get sleep she said irritated i am feeling cold	0
4884	when i broke my leg i felt fear	1
4885	i feel incredibly mellow and spacey	2
4886	i feels at all bitter over his treatment he gave no indication on monday night	0
4887	i really feel hesitant	1
4888	i was out the exit door feeling strange because at the last stage the entire thing seemed to slip out of my hands like a slippery fish and also hopeful that i know what to do and if i can look at it positively it means just one more trip to retry	1
4889	i feel so disturbed and unsettled that i m not sure what to do at this point	3
4890	i saw that there were more stones jackie was standing there a certain way i can sense that she was feeling a bit agitated	1
4891	i need not feel annoyed that they beg but rather love them and feel compassion that circumstances have compelled them to resort to begging	0
4892	i spent the last two weeks feeling very afraid	1
4893	i was feeling a bit skeptical about my frog prince	1
4894	im feeling apprehensive about it	1
4895	i feel ugly so i must be	3
4896	i feel a lil bit gloomy	3
4897	i just feel you so so don t be afraid i should hurt even more and pray again so i can find you again the more time passes the more it hurts i need you go back in time just one time forgive my sins if only i could turn things back this pain would be so so sloth	1
4898	i always feel scared when i see a cop instead of feeling safe	1
4899	i want to wake up every morning and feel excited about what s to come	2
4900	i was still feeling distraught about the lack of progress on the baby front as well	1
4901	i do is send that heavy energy down into her as an offering and i keep the piece on the ground until i feel that that energy has drained out of it into the earth	3
4902	i want nothing more than to continue this journey empowering women who because of their illness feel helpless and isolated	3
4903	i got outside i beat myself up pretty bad mentally of course for not going with my gut feeling but again i was hesitant b c ive never done this before and that was actually my very st time meeting with a seller and feeling good about a particular property	1
4904	i think my mother told me that they feel threatened where they live	1
4905	i feel like everytime i blog i am relaying a story about the wonderful food that i had to sit and admire but its a big deal	2
4906	i have been given appointments with oncologists and radiologists per protocol following breast cancer surgery i have to admit that i feel strange	1
4907	i feel a flare of anger because it still pains me to think of mal being abused like that but i can t help wonder now if he might be right	3
4908	i started feeling bad i began taking zicam and it seemed to help for the first week until the day i was driving to the race	3
4909	i would plea all the emerging law students and lawyers and common people like us who feel they have to be punished should raise their voice and protest	3
4910	im not sure what will come of this decision but im feeling excited to participate again	2
4911	i feel like it would be a terrific example for any other gross disgusting animals of gross disgustingness where i stand on the geneva convention	2
4912	i kept all the money then i would feel greedy	0
4913	i believe that im love i believe that youre love i believe that all life experiences and emotions are inspired by and exist as love even experiences and emotions which feel fearful	1
4914	im feeling discouraged sad angry afraid of tomorrow ect	3
4915	i feel a bit intimidated by	1
4916	i am feeling unsure of how to handle a new phase one of my kids is in or feeling badly for how i ve handled a situation this book is a clear reminder for me that my job is to help teach them each how to make good decisions	1
4917	i couldnt hellip even when it made my heart ache to simply look at you hellip because i loved you so much and i knew you would never return my feelings hellip and i couldnt bring myself to hate you for the idiotic stunt you pulled in the other room either though i do ask that you dont repeat it	3
4918	i was feeling hesitant to part with any more money after my spendy trip to melbourne i chose instead to modify my existing copy of a href http www	1
4919	i didn t leave feeling sarcastic and annoyed at having to treat someone as though they re better than me	0
4920	i feel depressed i am in despair why does it have to be this way why didn t they start treatment earlier	3
4921	i feel that he s being sincere when he says that he does love me but there s this whole other part of me that keeps telling me that he still loves the other girl	2
4922	i feel like im being punished for existing	3
4923	i feel less hesitant predicting that the oeuvre of nick dewitt will continue to bear fruits that seem to come from distant times forward and or back	1
4924	i mulled this idea over in my head as much as i loved it i also noticed myself feeling a bit hesitant about what it might mean for her our	1
4925	i prevent them from inevitably feeling insulted when i tell them that life here just isn t enough for me anymore	0
4926	i feel reassured when i listen to waldmans songs	2
4927	i feel deeply honoured more than anything	2
4928	i told my baby to kick or move so that daddy can feel you like i always do and of course my cute little cupcake did as i told and hubby woke up from his sleep and we just laughed	2
4929	i feel appalled at my sadness and hurt	0
4930	i am frankly surprised that you consider the minds of the quorum members weak and susceptible to doubt and furthermore im surprised that you feel that their faith in the church could be shaken by the letter i posted on my blog	1
4931	i feel personally hated when i read their poems	3
4932	i feel like texans are some of the most friendly and genuinely kind people you will ever meet but i still have my issues of old attitudes that just don t change nearly quickly enough for my taste	2
4933	i spent most of the first day feeling pissed off thanks to the tourism and hospitality workers who trump thailands comparatively feeble efforts to fleece gullible white people	0
4934	i was feeling very spiteful and was only encouraged by this bit of information	0
4935	i need the damn thing to suddenly animate and dance a jig while singing i feel pretty oh so pretty	2
4936	i became attached early on and feeling the decline in the relationship scared me	1
4937	i got a very nasty electrical shock when i was tampering with some electrical applainces	1
4938	i feel about any other part of pride i still believe in what dykes on bikes stand for and am still proud to lead the pride march because of it	2
4939	i feel when i mad at you	0
4940	i thought getting confirmation on publishing would make it so easy to sit down and write and it for sure is a great feeling but i am terrified	1
4941	i suggest you do though it might be hard cause it is a bit slow at times if you don t feel a bit of a tug at your heart or perhaps feel a tear forming in your tear ducts i will declare that you are heartless and thus should be banished from the rest of the world	0
4942	i know exactly how she feels because i hated it so badly i got so depressed i was cutting myself when i got so low i started thinking about suicide i did run away to nyc the farthest place from them where they wouldnt be able to find me	0
4943	ive just been feeling extremely outcasted and insecure	1
4944	i have a well staffed office or a relatively less busy schedule things run more smoothly and i feel less stressed	3
4945	i didn t feel useless anymore	3
4946	i also feel valued as a whipping girl for him to take out frustration and anger on maybe to a bit less of a degree than i would like	2
4947	i am under pressure at the place i spend most of my week on past experience i will tend to feel more unhappy for longer periods	3
4948	i feel that pain now and am fearful that i will have to endure that for many years to come	1
4949	i truly feel that we are family and for that i am so thankful	2
4950	ill think about my new sewing room and the awesome feeling it is to have a place where i can be as messy as i like without anyone moaning	3
4951	i have now synced it with my itunes and feel delighted that music will be more accessible to me no matter where i am and can once again feature heavily in my life	2
4952	i should admit when consuming alcohol myself in small amounts i feel much less inhibited ideas come to me more easily and i can write with greater ease	1
4953	im trying to smile for the camera and keep my eyes open while im really feeling terrified and screaming about as loud as i can with my eyes tightly closed	1
4954	i feel him i touch him with my hands i form him without wanting to i give him to myself i take him away from myself how impatient i am to see him	0
4955	im in the middle of my conversion to understanding the gospel and sometimes it feels very much like an identity crisis so please bear with me as i am very timid in this new role and life	1
4956	i feel for the author but i m also hesitant over whether or not i should comment on this subject	1
4957	i feel a hesitant touch at my back and i lean back into the familiarly small hands	1
4958	i feel dumb to not have the slightest clue about it lolll p but all in all i appreciated every second of my birthday and felt very blissful to have everyone in my life	3
4959	i was feeling pretty strange like dinosaur soldier after i read them because in a weird sort of adult or perhaps college aged way my brain was analyzing the books	1
4960	i almost always feel the inside of my tire but in my rushed state i failed to do this important step	0
4961	i so desperately want to be able to help but i feel so helpless	1
4962	i feel grouchy tonight	0
4963	i looked at him feeling quite amused and relieved	2
4964	i am feeling pretty wonderful	2
4965	i asked feeling utterly useless	3
4966	i trust heavily when i feel that the trust is worthwhile	2
4967	i feel like the world is just being bitter and cold but its degrees out sunny and bold something went a rye before early tea time and i cant figure it out yet	0
4968	i see people who have accomplished so much more than me and i feel envious and incompetent	0
4969	i feel so tortured by it	0
4970	i feel a bit rude leaving you hanging there from my last post with an almost done room and then radio silence	0
4971	When Anna left Inspector Aziz , she was much happ	2
4972	She became happier , more sett	2
4973	A small , happy man with a white beard , he always wore the traditional grocers ' ap	2
4974	Words bubbled in Jay 's mind with an absurdly happy sm	2
4975	All during the night , over and over again , she had found it absurd that she 'd ever considered herself a happy wo	2
4976	It is true that the wonderful advance of our people  has transformed the wilderness into a home where men and women can live comfortably , elegantly , happily , if they are of contented dispos	2
4977	Contented workers are more likely to be profita	2
4978	As trains halted , the orchestra struck up Aaron Copland 's Fanfare For The Common Man much to the amusement and delight of curious passeng	2
4979	When the marchers passed the city 's overhead railway , two trains hooted in solidarity , to the crowd 's deli	2
4980	He also said , to the delight of those Nonconformists who read his memoirs , that Watson 's tour was far more successful than Matthew Arnold	2
4981	To his absolute delight the first trap had held what must have been a seven pound salmon , plus a couple of mullet which he had igno	2
4982	To her delight he even took to discussing his work with her , and Leonora listened , rapt , utterly fascinated by glimpses of the other , professional Penry Vaughan she secretly found so impress	2
4983	He looked around at their delighted faces and began to feel embarras	2
4984	The old man answered my knock and his big face split into a delighted grin when he saw	2
4985	Her face lit up with a delighted smile as she gazed at an abandoned plate of half-eaten sandwiches on a nearby ta	2
4986	"` You think of everything , do n't you ? "" she said with a delighted sm"	2
4987	Not so , according to elated opponents of nuclear po	2
4988	I was elated , excited , in another wo	2
4989	He felt both elated and frighte	2
4990	Perhaps elated behaviour has evolved in connection with a rise in the hierarchy , depressive behaviour with a f	2
4991	Suddenly , to her relief , the telephone rang , Joanna picked it up , wrote down the message , and came back to the table , looking ela	2
4992	I remember my feeling of elation when I climbed aboard the tr	2
4993	The participants in folk dance can and certainly do show elat	2
4994	In our elation there was some suspicion that our experience had been secret , adventurous , and uni	2
4995	Figurative arts , even more than poetry , expressed the mixed feelings of elation over past victories and fear of future incursions which the Celts inspi	2
4996	So we 're quite excited about it and also it 's quite a major prob	2
4997	` Right now I 'm feeling very excite	2
4998	The three of them started walking , followed by the excited cr	2
4999	The excited smile on her face told Ingrid that the girl was enjoying hers	2
5000	I was working late on one of these bad nights when an excited Dr Laurent rushed into my off	2
5001	Her headache seemed to be getting worse and worse , and Raffaella 's command of English slipped as she grew increasingly exci	2
5002	Culley imagined Susan 's gleeful smile as she waited for Yorke to work it 	2
5003	Gleeful opposition leaders and Tory Euro-sceptics said the Government 's handling of Maastricht had descended into ` shamble	2
5004	She wished she could share her glee with A	2
5005	` His gratification was almost unbounded when on arriving at the Belts of the Murray he found not only numerous new Species but new forms of Bi	2
5006	Captain McArthur was a musical comedy aficionado , and not pleased when Mrs Kingswood spoke critically of the f	2
5007	It is difficult to tell whether they are disappointed or pleased when the expected end seems dela	2
5008	` Did n't seem too pleased about somethin	2
5009	No one was more pleased about Dara 's demise than Roshanara Be	2
5010	"` I should think you 're pleased , are n't you ? "" asked Charles genia"	2
5011	When he came to the part about the clip he glanced up , and she saw the flare of excitement in his silvery-green eyes before they dropped once again to the p	2
5012	Somehow she rose over her excitement , though , and concentrated all she could on the task at h	2
5013	Glancing up at his face , Cassie saw his expression change , his face darkening and hardening as his mounting excitement and desire seemed to quicken into something uncontainable , threatening , like the tide of an incoming sea , to engulf them b	2
5014	The crowd was wild with excitem	2
5015	For a girl brought up in a Christian Science home there was a certain frightening kind of excitement about medicine , like drink for a teetotaller ; but otherwise she found the work harrowing and repell	2
5016	All this generated considerable excitement within 	2
5017	The highlight of the whole tournament -- almost irrespective of their performance on the field -- will be SOUTH AFRICA 's emergence from the woods , a coming in from the cold which is generating a great excitem	2
5018	Of all the journalists who made the pilgrimage to Dovercourt , the team from the BBC caused the greatest excitem	2
5019	Ellen gave me an amused gla	2
5020	The simple , laughing islanders subsequently worshipped it as a god , much to the amusement of their more sophisticated neighbo	2
5021	Aristophanes shook his handsome head over his friend 's amusem	2
5022	This time , the Prince 's amusement was obvi	2
5023	Guy Sterne was having great difficulty in controlling his amusem	2
5024	He sounded quite sad about i	3
5025	They were very quiet and sad at first , because I would be leaving them , but I promised I would never forget them and would often return to visit the	3
5026	But , not surprisingly , many parents continue to feel anxious , tense and sad about their childre	3
5027	They all seem terribly sa	3
5028	My mother was only a sad woman in an old photograph , younger then than I was no	3
5029	A sad old woman rose from her chair , as from a dais , to take their coats and hang them on a row of hooks nailed against a wal	3
5030	` We are sad for Jason Livingsto	3
5031	I am surely not alone in feeling profoundly sad over the so-called reprieve of certain regiments in the British Arm	3
5032	They talk about the sadness of departure ; what about the guilt of arriva	3
5033	Was his sadness tinged with guil	3
5034	As she looked around she felt a twinge of sadness that in a carriage where 70 per cent of the commuters were men there were five women forced to stand in the aisl	3
5035	If refused , they may feel saddened , disappointed , or inconvenienced , but their self-concept is n't shattere	3
5036	She looked at the crumpled figure who was fighting for breath on the pillow , perspiration pouring down his anguished fac	3
5037	The earliest sparkling wines were undoubtedly discovered by accident , probably by the trial and error methods employed by anguished winemakers ironically trying to avoid the nuisance of fizzy wine	3
5038	The anguished princess , says Morton , told one friend : ` If this is the price of public life then it is a price I am no longer willing to pay 	3
5039	She felt the anguished tears of motherhood blur her vision and blinked them awa	3
5040	He glanced up , saw Auguste 's anguished eyes , and thought he understoo	3
5041	In time , perhaps , she would make efforts to conceal her resentment about his ability to make her feel guilty , and he would make efforts to conceal his anguish about the loss of he	3
5042	But the address underlines the anguish of Her Majesty 's speech after the Windsor Castle fire when she referred to 1992 as her ` annus horribilis 	3
5043	My anguish must have shown in my face and in my voic	3
5044	Some real research , I suggest , is needed into a condition which , though frequently rib-tickling in retrospect , causes widespread anguish at the tim	3
5045	` He was depressed and has suffered a great deal of mental anguish 	3
5046	He looked so crestfallen that Old Bulldog did n't know what to do for a minut	3
5047	Then they walked away , humbled and dejecte	3
5048	But Kirkwood , who was a particularly dejected figure after Monday 's decisive 1-0 defeat by Canada , injected some pride back into Irish ranks in the dying seconds when he flicked home the winne	3
5049	Meanwhile the dejected opposition leader , John Hewson , reacted to his crushing defeat yesterday by abandoning key policies which he had trumpeted as essential for Australi	3
5050	So I got very , very depressed about it all and I just said to the officers , ` Put me in my cell and leave me alon	3
5051	The mood by this time may be more depressed , as they start to look at their own problems as opposed to those of their partne	3
5052	The virtual outlawing of the use of ECT in some States in the USA has deprived suicidal depressed patients of an extremely effective and sometimes life-saving treatmen	3
5053	Geographical moves have been found to be third most important in a list of ten precipitants concentrated in the month before the onset of depressive symptoms , in forty consecutive clinically depressed patient	3
5054	Many depressed people just withdraw into themselves , they may sleep a lot in the day but have wakeful night	3
5055	A depressed person may cry a great deal , show self-pity and lack of interest in the outside world and have no enjoyment of everyday life , even foo	3
5056	He seemed too depressed to do very much , wandering round the house like a zombi	3
5057	In the longer term the offspring of depressed mothers are more likely to suffer from childhood depressio	3
5058	Her shoulders were slumped and she was walking slowly , looking depresse	3
5059	Edwin , I would be utterly desolate were it not for my faithful companion her	3
5060	Creggan had never in his short life felt so desolate , and try as he did he could not rest and fall aslee	3
5061	Feeling oddly bereft and desolate , besieged by Dolly 's incessant chatter , Luce was pleased to get back to the hote	3
5062	Feeling desolate , she climbed back into the car , not daring to look at Roman in the silver moonligh	3
5063	She looked utterly desolate and all of her thirty-eight years ; her cheeks seemed to sag and her jaw-line looked heav	3
5064	There is nothing new in the experts spreading unwarranted alarm and despondenc	3
5065	During the days that followed Brackenbury 's hasty departure , Edward 's despondency increase	3
5066	And therein lay the extent of his gratitude , she realised with a feeling of despondency , but to disguise her feelings she added brightly , ` When we 're at the hospital we must visit Stella 	3
5067	Despite moments of despondency , de Gaulle himself certainly did not give up hop	3
5068	The euphoria and sense of well-being which accompanied the boom years of the 1980s has been replaced by a mood of despondency as companies and individuals experience the effects of a western-style recessio	3
5069	Diana took the criticism to heart , avidly read what was being said about her and became depressed and desponden	3
5070	She was becoming increasingly despondent about the way things were goin	3
5071	He was beginning to feel a bit despondent about the kind of questions Jean was askin	3
5072	Privately , Juliet was feeling rather desponden	3
5073	Squeezed like despondent sardines , they looked as if they were huddling for warmt	3
5074	A despondent Renault worker remarked , ` It seems to me that we came very close to something new 	3
5075	"` I was devastated , "" he says of missing the semi-fina"	3
5076	In an expression of community sympathy many local children in South Ronaldsay made and sent cards to the four devastated mother	3
5077	Julie 's devastated husband Tim , 32 , was last night preparing to fly from their home in Northampton to identify his wife 's bod	3
5078	Father Hugh Mcaleese said : ` We are devastated , but we intend to restore the church to its former glor	3
5079	"` I was devastated , I wanted him back , "" Carol said after the hearing at Fareha"	3
5080	Fry said his farewells to the players who regarded him as a father figure before heading for home in Bedford a devastated ma	3
5081	He collapsed in a coma at a London club and died hours later in hospital from massive internal bleeding  in front of his devastated mum and da	3
5082	` All her colleagues are devastated , she was a popular wee girl 	3
5083	Wycombe were beaten by Bob Taylor 's 82nd-minute winner , and their disconsolate boss Martin O'Neill said : ` I was actually looking forward to extra-time because I was so sure we would wi	3
5084	As Clinton was taking up the reins of power , a disconsolate President Bush flew back to Washington to make arrangements for the handove	3
5085	Francis was not totally disconsolate and added : ` The way our fans came behind us is the best I 've ever heard it here , and I hope it continue	3
5086	She stared until it was hard to know which was herself -- the disconsolate woman in the chill room or the other sorrowful face in the night outsid	3
5087	Wenner would fly in to issue instructions to an increasingly disconsolate staff and Jagger would pay the bill	3
5088	Penelope Huntley sat silent through this speech , chain-smoking , her eyes downcas	3
5089	Flora 's eyes were downcast too ; they usually wer	3
5090	"But one day when the lord was off hunting the fox said : "" Friends , we are all happy and contented , but our master sometimes seems rather sad and downcas"	3
5091	Kevin Keegan , the Newcastle manager , was not downhearted , even though the result leaves his side deep in relegation troubl	3
5092	"` In fact , "" said Helen , ` I 'm not feeling particularly glum about all thi"	3
5093	Leading scorer Paul Wilkinson struck his 20th goal of the season against his former club but looked glum as he left the dressing roo	3
5094	Aside from the fact that Jill is quite capable of carrying her own books , her glumness could easily be due to being a young lesbian forced to suppress it and wishing Jack would take his stupid pick-up lines elsewher	3
5095	She had assumed that because mother had n't wept or shown grief that her father had n't been loved by anyone but herself and her father 's parents , who wept copiousl	3
5096	At their graves their families would unite with their beloved over a memorial meal and a drink , easing their grief in recreating the family intimacy , only transiently rupture	3
5097	But for the time being , Private Morrison 's family , already overcome by grief , can only wait and hope his body will be released to them soo	3
5098	Heartbroken , Maria had to return to the convent and remain a nun for the rest of her lif	3
5099	Heartbroken Tim Godwin weeps as he tells how he had to tell his 23-month-old daughter Sophie : ` Mummy is n't coming back 	3
5100	The kids will be heartbroke	3
5101	Although I have has a lot of support , I feel heartbroken about Henri 's futur	3
5102	` The popular story is that he was so heartbroken he ran off to join a religious order , and has since been ordained 	3
5103	"` I thought they must have had a quarrel , "" Brand said , and I had the impression he was n't heartbroken about it "	3
5104	William was inconsolable and , unable to settle at home , continued to travel extensivel	3
5105	It can be the focus of inconsolable grief ; it inspires poetry and literature , symphonies and song	3
5106	In the event , Maman was inconsolabl	3
5107	He was inconsolable when he found what she 'd don	3
5108	He was not inconsolabl	3
5109	Vincent agreed , too low-spirited to put up any resistanc	3
5110	He was a plodding lugubrious fellow , and we were delighted with his Wodehousian nam	3
5111	He looked up , his lugubrious face pale , and Athelstan saw it was tear-staine	3
5112	He was so miserabl	3
5113	Of course I like them ; if I did n't I 'd be utterly miserabl	3
5114	Sheila Williams was feeling miserabl	3
5115	On the other hand , the most important person , the cameraman , wore jeans and a Micky Mouse T-shirt , over which his mournful , deadpan moon face shone incongruousl	3
5116	It is her whole situation -- she is so mournful and silently accusing and sometimes , Robert , I think her as mad as Landor with all this nonsense she makes of the Bible from time to tim	3
5117	He was at the graveside looking mournful and interestin	3
5118	He had a narrow mournful face , tapering to a long pointed chi	3
5119	I could n't bear the mournful look on his fac	3
5120	The merchant 's long face was even more mournful and the friar was sure the man had been cryin	3
5121	Not from irritation , but because she knew it was a lie , and felt sorrowful because of Alic	3
5122	His liquid eyes were sorrowful and the ends of his moustache droope	3
5123	Athelstan rubbed his mouth with his thumb and gazed directly at Cranston 's sorrowful fac	3
5124	Jacob filled to the brim with sorrow for the woman whom , despite everything , he had love	3
5125	He was a man drowning his sorrows , he 'd decide	3
5126	They were young but they walked bent in sorro	3
5127	"` God give me strength , "" he yelled , instantly turning his attention back to the younger man who stood before him , and whose woebegone expression would have been comical were it not so pitifu"	3
5128	"` I had to rush around trying to find a farmer with a cart who might be going where I wanted , "" Katz lamented , his woebegone countenance matching his sorry tal"	3
5129	Liz must have looked as woebegone as she felt when they staggered into the stuffy carriage , because Barbara had burst out laughin	3
5130	But she was torn by her daughter 's despai	3
5131	The profound anguish and hopeless despair of this woman in the face of what she believed to be the moral ruin of her whole life can not well be describe	3
5132	ON a day which saw a host of prophets confounded -- and a month of near despair for many Conservative loyalists -- the reputation of one sage is intac	3
5133	Evelyn had never experienced such utter despai	3
5134	Perhaps it was despair that made me believe there was one person in the world who might know that I was in despai	3
5135	Driving back , she managed to keep her anger in cont	0
5136	He was court martialled but to the anger of the unpopular Governor , was acquit	0
5137	As he released his anger , he felt his love for his ex-wife , and wept over their divo	0
5138	His mounting anger was making his speech more and more incomprehensible through his stroke-stiffened mo	0
5139	He said : ` Community anger is running h	0
5140	Mr Jones exploded in an	0
5141	There were rumours of anger among the grain farmers , who were being given IOUs instead of cash for their cr	0
5142	She showed her anger in public by virtually ignoring Char	0
5143	He looked away , a bitter anger in his e	0
5144	A terrible , furious , impotent anger filled him , making him want to strike out , to shout and scr	0
5145	"` Robots , "" he said , ` gave me a means of venting my anger , "" a remark whose logic baffled me until I read another ` Logic alone can not explain thi"	0
5146	There is always a moment in time when we can make a decision whether or not to vent our an	0
5147	Even so , becoming angry when travel arrangements go wrong can hardly h	0
5148	So you can see why mothers get angry when they discover that even everyday foods such as apples can cause a build-up of unwanted chemicals in their children 's bod	0
5149	"` We do n't go to Lightwater Valley , "" said an equally affronted bus dri"	0
5150	If you have symptoms that you think may be caused by food intolerance you should not feel affronted if the doctor 's initial questions seem rather personal and irrelevant to the aches and pains being suffe	0
5151	"` I do n't ask about your private affairs , now do I ? "" he said , in a mildly affronted t"	0
5152	When another patron tried to step in , the enraged lover flew at 	0
5153	Then she must sit in the sun before hauling it back up and altogether I was enraged and wished I was in a condition to show her how it should be d	0
5154	Barbarossa sent a mandate requiring Milan to give up her claims , but the Milanese consuls tore up the document , and the imperial ambassador fled an enraged cr	0
5155	This act of selfless good nature earned her a fine of one hundred francs and caused a riot in the Latin Quarter when enraged fans besieged the Prefecture of Pol	0
5156	When he saw this he was further enraged and started towards the seer with an 	0
5157	Though later when I did the piece in Vienna I was furious when the orchestra showed up with five basses and a dozen first viol	0
5158	They looked furious when they saw our faces peering in and made frantic signs for us to close the curtains ag	0
5159	She had been furious when she saw my mask was 	0
5160	Thames Valley Police are known to be furious about the c	0
5161	His parents were furious over the engagement busin	0
5162	Lineker became incensed when Taylor went public , not only questioning whether Lineker should remain as captain , but whether his form justified a place in the side -- even though he was maintaining his phenomenal strike r	0
5163	Lin Foh seemed incensed , but kept his voice down as they reached the outside steps of the Coroner 's Co	0
5164	In her incensed whisper she called me names I did n't underst	0
5165	De Gaulle was incensed , ordered Massu 's recall to Paris , and , against the advice of several senior advisers , insisted that Massu should not be permitted to return to his comm	0
5166	In England wild storms swept the country , and commuters were infuriated and inconvenienced by the ASLEF disp	0
5167	The infuriated Milan Cardinal told the city governor that both the Chief of Police and the governor would be excommunicated if Landriani was not immediately released back to the conv	0
5168	An infuriated Charles ordered the battering of Newgate , where artillery breached the wall and hit the nearby Carmelite house ( now Whitefriars Museum where Civil War will be displayed ) supposedly killing two of the occupa	0
5169	In Oviedo an infuriated mob was only prevented from lynching the distinguished poet Melndez Valds by the appearance of priests with the exposed h	0
5170	The insurance cover is designed to protect intermediaries against suits for damages brought by irate custom	0
5171	At the sixth congress , in 1986 , irate delegates rejected a ridiculously optimistic programme that had been drafted in secret by Le Duan , the then secretary-gene	0
5172	This week an irate mother reportedly stormed into a London school and hauled her 15-year-old daughter out of a class in elementary sapph	0
