	Test text	Test emotions	Predicted emotions
2641	i feel twitchy and physically agitated	anger	fear
2642	i just feel too overwhelmed i can t see the forest for the trees as the saying goes	fear	fear
2643	There was considerable public disquiet anyway , but now that bugger Parkhurst has panicked the entire country , we are going to have to lie very low	fear	fear
2644	i have to say that when i received a gorgeous parcel of therapi skincare the beauty of the products absolutely took my breath away the lovely white glass packaging looks luxe but retains an apothecary feel perfect for an organic brand	happy	happy
2645	im feeling a bit greedy	anger	anger
2646	i suppose i m feeling a little sarcastic about today s holiday	anger	anger
2647	i feel like nothing i do will be successful against him and that helpless feeling is super sucky and counterproductive	happy	happy
2648	i feel it is not a talented precisely i need a tiger the tiger is a dance from the tiger	happy	happy
2649	i am planning for at the beginning of this year and feeling only a little smug about it	happy	happy
2650	i know is that i feel somewhat defective in the romance department	sadness	sadness
2651	i never have it feels insincere and a little nosy you get a hint that something might be wrong and want to jump in and get all the details	anger	happy
2652	i need to manage my spending money more wisely but im feeling uncertain and stressed as of late	fear	fear
2653	i will say that a little piece of me feels agitated when i watch discussions on race and there will i style color font family georgia serif font size px line height	fear	fear
2654	i think i am starting to feel jealous	anger	anger
2655	i felt sad and apprehensive and angry that i d had vertigo and that it had left me feeling uncertain	fear	fear
2656	i feel hated i feel like i dont belong and more and more i feel that i want to die	anger	anger
2657	i always feel like the life s been drained from me and that i ve been injected with some kind of venom	sadness	sadness
2658	Michelle did not raise her head from Tess 's shoulder and the resentful words were muff	anger	anger
2659	i feel like a stubborn year old	anger	anger
2660	i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves	fear	fear
2661	i am new to this so feels kind of strange but i will push through it	fear	fear
2662	i stole a book from one of my all time favorite authors and now i feel like a rotten person	sadness	sadness
2663	i feel this effect backfires as the changes were distracting and solondz is talented enough to gain our sympathy sans gimmicks	happy	happy
2664	im also feeling more shaky in my confidence in my faith but at the same time i feel like im growing spiritually a lot and also growing a lot in my understanding of the world around me	fear	fear
2665	i need to listen to a song where i can be angry and feel accepted at the same time	happy	happy
2666	i personalities that can feel pain and suffering	sadness	sadness
2667	i feel so drained at the end of a novel because i try my very hardest to get something from it that will change and impact my life	sadness	sadness
2668	i can write about it in my journal or something i am good at keeping a secret from the world no it depresses me and although i feel idiotic happiuness is bliss i watch the news	sadness	sadness
2669	i feel how totally utterly trusting and reliant on me you are i cant bear the idea of ever not being here	happy	happy
2670	i feel listless but today was aiiiiighhhht	sadness	sadness
2671	i began feeling shaky my heart was sort of skipping around i felt like someone who had been drinking coffee all day long	fear	fear
2672	i was lured into the idea of the event with the promise of free champagne you know me and a brilliant talk by bestselling author kathy lette but left feeling genuinely inspired and empowered	happy	happy
2673	Despite the disquiet at the club this year , Mr Stringer still appears more relaxed and more in control than he did when he first took charge in that winter of 19	fear	fear
2674	i feel so paranoid and im really gonna cut down the hours and frequencies of me wearing contact lenses	fear	fear
2675	i feel getting or gifting a life time subscription is vital	happy	happy
2676	i feel the divine envelope me when i watch literally hundreds of faithful at mass in line for eucharist hundreds of people who include professors homeless bankers students rich poor mentally ill healthy conservatives liberals gay straight sweet rude arrogant kind	happy	anger
2677	when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more	anger	fear
2678	i spent my vacation from school feeling confused and heartbroken	fear	sadness
2679	im sorry i feel so uncertain about it	fear	fear
2680	i am feeling exceptionally brave and daring i may even make the corset	happy	happy
2681	i don t feel amazing or good afterwards then i m not pleased	happy	happy
2682	i feel eager to see the show sometimes i just cringe at the thought of watching it again	happy	happy
2683	i constantly feel these fits of discontent	sadness	sadness
2684	i sit six weeks into my sabbatical and i feel completely worthless	sadness	sadness
2685	i swear is releasing my neighbors inner crazy weve had cops called on our block like out of days this week im feeling inspired	happy	happy
2686	i feel the need to be out of the house and doing something worthwhile and productive but also i have a huge desire to curl up in my room and hide my existence from the world	happy	happy
2687	The poor frightened girl packed her things and ran out , saying she was going to Reno for a divor	fear	fear
2688	i feel lousy about how much i have to study	sadness	sadness
2689	i know what happened might still feel real feel dangerous but i don t plan on going anywhere any time soon	anger	anger
2690	i feel overwhelmed or a little blue usually around that time of the month but i manage those feelings well	fear	fear
2691	when my little sister was sick at home and i thought that she would die	fear	anger
2692	i feel so embarrassed of myself for even having the nerve to post them all up for everyone else to read	sadness	sadness
2693	i felt the sadness and remorse we are supposed to feel when we realize we have wronged someone corinthians	anger	anger
2694	i just wanted the world to feel strange to me again	fear	fear
2695	i do feel apprehensive and nervous at times about how i am performing with my modules	fear	fear
2696	i guess i should feel appreciative of that	happy	happy
2697	i entered the office though feeling the monday blues with a joyful and serene spirit dominating	happy	happy
2698	ive been feeling jealous lately of bloggers going off to author readings and book si	anger	anger
2699	ive been feeling distressed	fear	fear
2700	I understood that this was my mother 's wedding , and although I was necessary to it I was expected to do nothing but be there and appear conten	happy	fear
2701	i do this i feel lethargic uninspired and the next morning have a go at myself	sadness	sadness
2702	i feel like i am supporting households and i only get paid for hours per week	happy	happy
2703	One insider said last week : ` The sheer anger of people has taken everybody by surpr	anger	anger
2704	i feel very frustrated and very sad	anger	anger
2705	i came home feeling depressed	sadness	sadness
2706	i get of oz is the occassional viewings of home and away and even a bit of neighbours if im feeling really tragic	sadness	sadness
2707	im wanting you to look at me that it makes people feel ok to ask questions	happy	happy
2708	i feel the more im convinced that i dont want to let this go	happy	happy
2709	i don t feel brave though	happy	happy
2710	i think you would all agree that feeling your toes and fingers go numb is perhaps one of the most unpleasant feelings ever	sadness	sadness
2711	i run into feel useless i understand that but not because of my retirement it is because my daily struggle overwhelms me often	sadness	sadness
2712	i feel like someone s strange uncle trying to break the ice at a party by showing this amazing talent thinking that guests will be impressed but in turn just made everything a hundred times more awkward	fear	fear
2713	In icy tones , the offended bureaucrat replied : ` For future reference , you will call me Mr Hooton , not Richar	anger	anger
2714	ive written that blog post and i am feeling even more energetic	happy	happy
2715	i try to hold my tongue try to see it from his point of view but inside i am feeling agitated and irritable about all this pressure to please him when i cannot seem to get my own self in order	fear	anger
2716	i acted withdrawn and cold towards others in situations that required empathy its not that i dont care i just dont always feel the feelings so i fake it	sadness	sadness
2717	There was a nervous laugh at this topical sally provided by the Zola tri	fear	fear
2718	i keep feel irritated	anger	anger
2719	i was not going to be able to sleep until i knew how it ended and mostly because of another thing which i am not even going to talk about here because it makes me angry all over again and also because i feel horribly neurotic and immature getting upset about it and so we will gloss over that bit	fear	fear
2720	i feel all rushed to get ready for tomorrow	anger	anger
2721	i ask myself why does the hip hop generation of african americans feel the word nigga is ok	happy	happy
2722	i am still glad to help when someone asks makes me feel complacent at least i am good at something	happy	happy
2723	i feel useless and gross and cant seem to find one positive thing about myself	sadness	sadness
2724	i was having a cig and feeling like ok ill just write my colomn about how conservatish men are tha best bfs and tha best lovers	happy	happy
2725	i feel like ive shaken off some of the funk thats been floating around me for the last bit	fear	fear
2726	im feeling adventurous and successful in my quest so far	happy	happy
2727	i know it is so disgusting horrifying i feel so dirty	sadness	sadness
2728	i feel shaky from the battering of emotions but im still standing	fear	fear
2729	i feel he should have been punished	sadness	sadness
2730	i feel quite distracted as mum told me that my paws werent looking their best so instead of a nap ive had to do another pawdicur	anger	anger
2731	i cant even explain how difficult it is to tear yourself away from something you both love and feel doubtful of	fear	fear
2732	im referring to a comment in the pattern right now not feeling that divine really since i probably was born with a set of dpns in my hands	happy	happy
2733	id told him about my private session with cn was that it was remedial sparring help so i was feeling a little unpleasant pressure from the beginning to pull off something spectacular and it was difficult to try to relax	sadness	sadness
2734	i did on weekends was sleep and feel bitter about the world	anger	anger
2735	There was anger in Jacob 's voice and stance as he led her towards Sylvie 's bedr	anger	anger
2736	ive been feeling completely stupid about this whole thing	sadness	sadness
2737	i confess that i was feeling nervous as i made my way to the event venue	fear	fear
2738	im not feeling pressured to perform athletic moves in order to stay on the field	fear	fear
2739	im feeling on the mellow side today	happy	happy
2740	i feel like there has been way too much products on the blog lately and i miss the amazing home	happy	happy
2741	i cant feel the pain but i feel the aching ness of my cheek dont know if its because of the long period of opening my mouth	sadness	sadness
2742	i am appalled that i feel violent toward another human being	anger	anger
2743	i feel the tingle in my stomach and the pleasant fullness of satisfaction	happy	happy
2744	i also know that if i forget for a period of time it would cause tension or a feeling of unease that maybe i am mad at him	anger	anger
2745	ive been frustrated that i dont walk around floating on air seeing the good in every sidewalk pothole i trip into beating myself up over feeling unsure and scared	fear	fear
2746	i feel uptight my day is complete when hes around i feel so right a little nervs i dream about what we can do date and all the things we can pursue wedding i always dream that your mine very day min	fear	fear
2747	i see jacque i feel extremely guilty because she still hasn t forgiven me	sadness	sadness
2748	i felt i completely belonged and i didn t feel shy and frightened any more	fear	fear
2749	i am on so many social networks right now and sometimes i feel like that i am pretty talked out	happy	sadness
2750	i compare it to mine i feel irritated but i tried to be realistic to calm my self down	anger	anger
2751	i was abruptly reminded of why i was feeling so agitated in la	fear	fear
2752	As he told Barbara afterwards , he had never felt more depresse	sadness	sadness
2753	i hope something magical happens today because im feeling kind of listless	sadness	sadness
2754	i am feeling rebellious i will start from the end instead of the beginning a very good place to start	anger	anger
2755	i wanna scream out my feelings that i keep until it bleeds the life is sometimes prejudiced it kills happiness thus it becomes even worst feeling like the life is now meaningless why should i be the victim	sadness	anger
2756	i am sure its meant as a celebration of the various shades of red out there i feel insulted	anger	anger
2757	Eyewitnesses told of the horror as shrapnel rained down on shoppers from two devices placed in cast-litter bins less than ten yards apa	fear	fear
2758	i think that we must continue to seek each other s good even as we feel offended and to always look for ways to go lower and walk in the humility that jesus walked in	anger	anger
2759	i was not feeling the song but i was delighted with his re emergence	happy	happy
2760	i feel agitated and the result is not pleasant the opposite of calm and peaceful	anger	anger
2761	i dnt want yu guys t feel shamed fr knwing nthing instead f pretending r having plastikan with me	sadness	sadness
2762	i was feeling very bah humbugish coming out of this year s thanksgiving weekend and was not thinking pleasant christmas thoughts about the gift giving guilt trip conspiracy run by the marketing racket the decorating and the whole thing in general	happy	happy
2763	i finally get it right i feel happily smug and relieved that a piece of work is done	happy	happy
2764	There was a trace of exasperation in his voice as he said : ` I 've told my promoter Dan Duva that I want to fight all those contenders that the people want me to fi	anger	anger
2765	i have a mini list of good things about me that i can refer to the next time i m feeling shitty	sadness	sadness
2766	i kicked you in the throat and now i feel terrific	happy	happy
2767	i don t feel so self assured i need to compete or to justify why i m so clearly not doing as well as someone else	happy	happy
2768	i still feel good about the fact that im smaller than her now but thats not the drive that got me here	happy	happy
2769	i am feeling that bitter sweetness that comes from a deep recess in my soul	anger	anger
2770	i feel like it is so important for me to publicly bless my virus	happy	happy
2771	i cant abide the political mess the country is in though i feel equally enraged about the state of uk politics	anger	anger
2772	i laughed then bitterly again but i wasnt feeling bitter	anger	anger
2773	i do not see or feel the need to respond to any of your ludicrous questions concerning anything	sadness	happy
2774	i feel i am determined to regain my routine i once had and of which i was so proud	happy	happy
2775	i have to be honest and say that the first two chapters sort of overwhelmed me and i wasnt sure that i was going to be able to follow everything and was feeling kind of dumb	sadness	sadness
2776	im feeling a bit apprehensive but excited as well	fear	fear
2777	i feel like i m trying to convince the most skeptical disbelieving person in the world that yes i really do have bipolar disorder	fear	fear
2778	i am sure feeling nervous about potential air raids from the luftwaffe	fear	fear
2779	i feel so humiliated by my own self	sadness	sadness
2780	i felt even more frustrated and discouraged when i realized my reputation had been damaged but i also realized i had a choice i could feel resentful for the situation i was in or i could rebuild my good reputation	anger	anger
2781	Perhaps he was just imagining the undercurrent of nostalgia , he told himself as he looked at Cora-Beth 's flushed , excited f	happy	happy
2782	i am feeling resentful because i am thinking to myself that she should trust me	anger	anger
2783	ive been feeling a bit guilty lately that i havent indulged my project lovin girl with creative things during our afternoons together	sadness	sadness
2784	i left feeling annoyed and angry thinking that i was the center of some stupid joke	anger	anger
2785	i has for this other woman she feels greedy and wants kairi all for herself	anger	anger
2786	Nor was the thought that he alone might hold the key to the mystery the sole component in his strangely elated st	happy	fear
2787	i mean think about how that would feel that would be stupid embarrassing	sadness	sadness
2788	I have received no representations on that matter and I am not aware of any disquiet among the groups that the hon. Gentleman describ	fear	fear
2789	i feel passionate that students should have choice in their reading and that it is my job to encourage a love of reading	happy	happy
2790	i feel overwhelmed stressed and pressured inside something magical happens when i take off my shoes and go for a walk in the park or on the beach	fear	fear
2791	She looked a little less resentful than earlier , and -- dare he hope it ? -- even slightly anxious for 	anger	anger
2792	i feel like when you only have one child that the time you have with them is all the more precious	happy	happy
2793	i didnt feel if i was having a shitty day i wouldnt usually come right out and say i was having a shitty day	sadness	sadness
2794	i feel so beaten down and defeated	sadness	sadness
2795	i dont remember how january was like last year thats why i need a real diary but this one is feeling bitter dark and boring	anger	anger
2796	i am feeling particularly annoyed at my co workers i sometimes make the rounds of the floors finding literally pounds of white paper in the trash	anger	anger
2797	i am skinny look at me i am thin i love myself but i am feeling ignored i am thinner now i try to disappear	sadness	sadness
2798	i just feel like no one cares and no one can be bothered to make the effort and meet up	anger	anger
2799	i do feel sad for myself for not wanting that and thoughts extend up to a point that ill die alone	sadness	sadness
2800	i walked away from those years believing it was that i didnt want to ever make other people feel like they were as worthless as i often felt	sadness	sadness
2801	im feeling fine	happy	happy
2802	Li Shai Tung looked across at him , smiling ; but behind the smile -- beyond it , in some darker , less accessible place -- lay a deep disqui	fear	fear
2803	i wasnt the only one feeling very pleased about it all laurie was beside himself that all the old structures and artefacts were still sitting around untouched in pretty much the same condition as the day the last locomotive went through	happy	happy
2804	i come out of the cinema feeling like a giggly schoolgirl	happy	happy
2805	The organisation is glum about the social consequences for Europ	sadness	sadness
2806	She looked into his eyes and saw terrible pain and inconsolable grie	sadness	sadness
2807	i feel kind of petty blogging about this	anger	anger
2808	that day i was alone at home after coming home from school i did not know where everyone else had gone	fear	anger
2809	i feel like i need to do something to change this vicious cycle of being good and letting cravings drive me to madness and binging	anger	happy
2810	i feel really overwhelmed with mine	fear	fear
2811	i feel skeptical about relationships between others when they seem so upfront about there emotions	fear	fear
2812	i feel though its pretty dangerous to to apply one strategy to match	anger	anger
2813	i tend to have a discomforting feeling or maybe get disturbed but that sense of emotion only plays out the way the book is being interpreted	sadness	sadness
2814	i feel like i want to hide away amp be distracted at the same time	anger	anger
2815	i mean how can you not feel festive when youre wearing a great big snow man on your chest	happy	happy
2816	i feel very blessed to call them mom and dad	happy	happy
2817	i punched out of work sunday sighed and the brunch trumpeter waldo carter said from behind i know exactly how you feel this startled me and i flinched	fear	fear
2818	ive always been able to produce work despite a day job and that i suspect professional pressures might add to a feeling of artistic foment it would take quite a bit to get me out of the saddle	happy	happy
2819	i feel sexually threatened because some guys can be assholes fuck you of course im going to be a bitch and do whatever i need to do to get my ass out of the situation	fear	fear
2820	i feel like i missed out on so much during juliannas first two years while i was working full time but we are making up for lost time now	sadness	sadness
2821	i feel horrible about wanting sonipro amp source geekparty linkedin a target blank title share on tumblr rel nofollow href http www	sadness	sadness
2822	i feel like i should be thrilled and i am but at the same time i feel like crap	happy	happy
2823	i am feeling hopeful excited and very much being made new	happy	happy
2824	i refuse to stay silent when confronted with pricks who instead of no response or sorry not interested actually go out of their way to make someone feel shitty	sadness	sadness
2825	i have a feeling that the robin that builds her next under our deck is getting pissed too	anger	anger
2826	i started feeling a bit alarmed but i was not afraid for some reason	fear	fear
2827	i start to see it s a problem when one afternoon i feel so depressed i can t wait the one hour until my friend comes back to talk to her	sadness	sadness
2828	i came to review however im not entirely sure what it is that leaves me feeling somewhat dissatisfied and a bit brassed off that more didnt happen	anger	anger
2829	i feel i can never thank you enough for helping this girl with a troubled past become who she is today	sadness	sadness
2830	i want them to feel eager to attend a amp m i want them to feel like they belong	happy	happy
2831	i feel like there must be more to life than this and i m afraid there isn t	fear	fear
2832	i feel very angry but once a simple msg made me blur really blur	anger	anger
2833	i am feeling spiteful	anger	anger
2834	im feeling slightly more graceful in the ballet of it all but thats always temporary	happy	happy
2835	i seriously considered pulling the offer and i was feeling that we rushed into it all too quickly	anger	anger
2836	i understand that he was feeling devastated and i sympathize	sadness	sadness
2837	i havent been feeling too bouncy lately so ive been quietly keeping my head down til the phase passes hence my almost complete absence from lj	happy	happy
2838	i feel that i don t have anything to contribute to the conversation about books and that my writing is boring shallow bunk	sadness	sadness
2839	i have an uneasy feeling about the stupidly talented eagles mainly because as good as they are at most positions they re dangerously thin at others	happy	happy
2840	im feeling stressed retail therapy is the way	anger	anger
2841	im feeling a bit needy i keep thinking i would appreciate any attention but of course that is not true	sadness	sadness
2842	i felt good before the race but once i started to run i guess i was feeling the effects of the cold and congestion i didnt really realize i still had	anger	anger
2843	i shall just sleep feeling pissed psssh	anger	anger
2844	i feel generous and remain composed	happy	happy
2845	i don t always feel joyful and i quite often throw prayer out the window	happy	happy
2846	i believe and some i feel sadly are not truthful	happy	happy
2847	i was quite the outsider due to my british mentality and feeling embarrassed that my european and north american high school teachers knew more about my culture than i did i felt the desire to change that fact	sadness	sadness
2848	i know killing myself solves nothing but the hopelessness and sadness is destroying me slowly and i feel like being selfish might be a good choice	anger	anger
2849	Lady followed her example rather than suffer at the hands of her infuriated mas	anger	anger
2850	i got home feeling miserable at my lack of shopping skillzz i remembered the bag of un opened un used make up sitting in my bedroom that i forgot all about	sadness	sadness
2851	Protagonists of unity may have been despondent about the loss of the EDC and the European Political Community , but were not route	sadness	sadness
2852	i think about the book i wrote that i feel like i ve talked incessantly about to you gracious beautiful you but i think about it because it s coming close to the point where i no longer have a hand in the words anymore the point where my hands are off and yours are on	happy	happy
2853	i tend to lose feel for the water pretty quickly when im not in the water every other day and i felt this during the race	happy	happy
2854	im feeling just a little bit pleased with myself	happy	happy
2855	i feel unwelcome in this home of mine	sadness	sadness
2856	i really feel valued	happy	happy
2857	i feel a little strange recommending this one because i wrote the first night marshal book and invited glenn to write the second	fear	fear
2858	i feel vital full of energy every day and super positive	happy	happy
2859	i really hate that feeling when youre unsure about something	fear	fear
2860	i feel really damn terrified and rushed to my classroom where my friends are playing and joking around	fear	fear
2861	i feel low energy i m just thirsty	sadness	sadness
2862	i feel alan clay who is rather pathetic has a huge mass on the back of his neck that he is convinced is cancer	sadness	sadness
2863	i don t know how i feel about today because part of me is convinced that i am making this so much more difficult than it actually is or as mehow casually remarks in the april infield insider getting out of the box you are in that was never there in the first place	happy	happy
2864	i am actually quite likes this kind of busy feeling just because i am forget every unhappy things then i wont keep on think of it	sadness	sadness
2865	i also told my cousin that i feel like the other family members do not know how to talk to me or are afraid to talk to me	fear	fear
2866	i could look it up and act like i know what it is and lie to you about it and feel smug in my know it all ness but frankly i m way too lazy for all that	happy	happy
2867	i feel fucked up on the inside	anger	anger
2868	i understand because of what but even towards the end when she starts going outside again i feel like she ll never be truly happy again	happy	happy
2869	i feel depressed or even short tempered some days	sadness	sadness
2870	i feel accepted and loved and forgiven the grace of god is so healing	happy	happy
2871	im not appreciative enough does not love and care for myself enough and does not feel contented of what i have now i will never be happy	happy	happy
2872	i will spend my vacation on me no obligations no headaches no feeling like i am being emotional blackmailed into being three places at once	sadness	sadness
2873	i fall victim to feeling inadequate if i am anywhere short of perfection in what i set of my expectations or what i perceive are the expectations of others	sadness	sadness
2874	i feel so pissed off that i can bite off a fucking tree log	anger	anger
2875	i see other people writing about love when they have just brokeup and finding another person in his her life i kinda feel so disgusted	anger	anger
2876	i feel the pain of this in ways that only a tortured ti could possibly understand	fear	anger
2877	i was really upset when he went away though i can understand how he must feel and i wont be greedy and pester him about it	anger	anger
2878	i feel like i cant take it anymore i told my boyfriend and he is furious	anger	anger
2879	ive been feeling restless inside and i dont understand why	fear	fear
2880	As the frightened boy bolted to Gooseneck 's side , there was a scream from Fishbane 's corner where an unwary Pole had reaped the consequences of turning her back to view the dra	fear	fear
2881	im still feeling a bit shaken up	fear	fear
2882	i feel like this never get impatient around sharp objects as it will inevitably lead to tears	anger	anger
2883	i went outside to shut in the hens then was tempted by the brilliance of the stars to walk across the frozen fields feeling very cold looking up into the sky	anger	anger
2884	i am feeling very inadequate about how to share my feelings and of how to write this blog post but i am going to give it a go and hope that it makes sense	sadness	sadness
2885	Some members of the UN Security Council will be mi	anger	happy
2886	i feel agitated im nervous im anxious	anger	fear
2887	i experience all my normal moods feel annoyed when my year old whines or my baby wants to be held while im making dinner but i no longer feel consumed by these emotions	anger	anger
2888	i feel like a bit of a turd that my body instantly rejected the lemonade	sadness	sadness
2889	i wanted to be here and it seems as though the feeling is mutual the club was keen to keep me	happy	happy
2890	i couldnt feel more blessed at this time	happy	happy
2891	Alexandra grew even crosser as it became obvious that Matthew had been invited in his own ri	anger	anger
2892	i feel despised and i dont deserve that	anger	anger
2893	i do feel confused	fear	fear
2894	i have been feeling i find myself becoming less and less amused and interested in many of the activities and attitudes that have brought me joy in the past	happy	happy
2895	i just feel sooooooooooo fucked up at this moment	anger	anger
2896	i managed km in one go once feeling really exhausted afterwards but i survived	sadness	sadness
2897	i just feel so discontent about my life these days	sadness	sadness
2898	i did not feel dangerous enough to get in	anger	anger
2899	i think it s the easiest time of year to feel dissatisfied	anger	anger
2900	i will always wake up feeling miserable and heartbroken	sadness	sadness
2901	i sit here tonight i feel anxious	fear	fear
2902	i feel more irritable and i feel more sensible now than ever	anger	anger
2903	i feel suspicious of informality and a lack of credentials	fear	fear
2904	i feel relieved and excited that someone else feels the same way that i do	happy	happy
2905	i can think about is how lonely i feel im all grouchy and agitated and esily airritated	anger	anger
2906	i want to be able to leave my house on my own without feeling terrified and im going to work on this every day	fear	fear
2907	i have paused on purpose that i must step back and recognize why im walking around feeling discontent and then make the needed adjustments	sadness	sadness
2908	i feel like a dumb blonde she mumbled not realizing that alli was standing right next to her she desperately hoped she hadn t heard her say that	sadness	sadness
2909	i would have liked to go but that i wouldnt leave without reason because that would feel highly uncomfortable	fear	fear
2910	i have a feeling the googler in this case was again dissatisfied with his search results	anger	anger
2911	i have found myself fighting back as he wakes me from my sleep time and time again feeling the hurt and sting of my own abandonment to my first love	sadness	sadness
2912	watched a horror movie which involved sexual attacks on women	fear	fear
2913	i feel like they hated me since then	anger	anger
2914	i feel so insecure about my writing	fear	fear
2915	i have no idea why this particular region seems to lack a visibly necessary outer carniola as well and i feel actually somewhat bothered by this possible evidence of lack of suburban spirit	anger	anger
2916	i get on new years eve but it makes me feel rebellious being underage and all	anger	anger
2917	i denied my feelings amp claimed that we were less than what we were cause i was hesitant to jump into anything new	fear	fear
2918	i feel so worthless beaten and broken	sadness	sadness
2919	i get some exercise and feel like im doing something worthwhile in the meantime	happy	happy
2920	i was alone in a cottage i often stay in i was woken up by a rustling sound in the middle of the night	fear	sadness
2921	i read the sentinel article on hanford city councilman dan chins proposed media policy and the secret committee meetings my feelings could be summed up in a single word alarmed	fear	fear
2922	i feel like the town loner with all of the things i ll need that day in a suspicious bag	fear	fear
2923	i am tired and feeling giggly but not witty	happy	happy
2924	Gary 's expression became even more anxio	fear	fear
2925	im feeling angry i think i strop about ruffling the air and inflating my position and exaggerating the issue	anger	anger
2926	ive been feeling quite disillusioned with christmas this year	sadness	sadness
2927	i feel like i have an artistic block right now and my artwork looks stiff and forced when that happens	happy	happy
2928	i think back i feel like ive been spending a lot of time running around aimlessly unsure of where im going or why im doing this	fear	fear
2929	i bet almost each of us though once in their life ever had this kind of feeling called jealous	anger	anger
2930	i literally fell on my knees during one episode which feels so pathetic	sadness	sadness
2931	im not feeling very festive this year	happy	happy
2932	i also tended to either attract drama or not know how to handle it before people got their feelings hurt or not really know how to prevent or deal with conflict in the groups	sadness	sadness
2933	im feeling really festive this year usually i dont get in the mood until mid december	happy	happy
2934	i feel that i really ought to assert myself in some way but she smiles a pleasant blonde woman of early middle age young to me and it seems fine to drift on	happy	happy
2935	i started feeling my back aching especially the lower back	sadness	sadness
2936	i feel so hesitant to say anything positive trying to hold my breath so to speak because none of this really matters until i know that shaun has passed the dlpt	fear	fear
2937	im not trying to disagree with same sex intercourse or what to me it just feels weird gt	fear	fear
2938	ive been feeling kind of distracted and that is obviously not conducive for working philosophy problems out	anger	anger
2939	im feeling doubtful about my writing dreams to know shes behind me	fear	fear
2940	i am and feeling total love and acceptance for my body in the moment is just as important as experiencing the exhilaration of a new experience	happy	happy
2941	i got high in the pleasing feelings that appear deceptively benevolent like convenience or comfort	happy	happy
2942	im feeling smug that i didnt wear pearls	happy	happy
2943	But he felt ` dismay and sorrow for so many people in our country who do not share this personal good fortune	fear	fear
2944	i feel they are the last of the tortured fandoms remaining save saints football fans but thats the wrong sport	anger	anger
2945	i would feel the speech is successful if its very uplifting and gives props to the graduating class	happy	happy
2946	There I lay , half-roasted on one side , freezing on the other , in a sort of trance , more abjectly miserable than I can tel	sadness	sadness
2947	Not everybody wants   and trailed into silence , for Lily 's eyelids were now fluttering , holding back offended te	anger	anger
2948	i feel content if not happy	happy	happy
2949	i don t know what i want in my life at the moment and even though things are really good and stable in many ways i still don t feel content with it	happy	happy
2950	i often feel so distressed and freaked out whenever my child gets sick	fear	fear
2951	i quite like to do it standing on public transport or busy places when you often feel your space being invaded which can make you feel stressed	sadness	anger
2952	i could look for solutions instead of just feeling helpless actually made a big difference	fear	fear
2953	im feeling a bit neurotic that ill lose my job	fear	fear
2954	i feel dissatisfied with the advances we ve made rather than this team stinks	anger	anger
2955	i am feeling a tad smug right now	happy	happy
2956	i feel most passionate and artistic and settled into my craft	happy	happy
2957	i feel helpless as her mother i should be able to take the pain away as a small child i could do this but she is a young adult now the same age i was when i had her and it hurts to see her in pain	fear	fear
2958	i have immense sympathy with the general point but as a possible proto writer trying to find time to write in the corners of life and with no sign of an agent let alone a publishing contract this feels a little precious	happy	happy
2959	im still paying attention but i feel distracted	anger	anger
2960	im excited to get home and spend time with everyone please feel free to email call or text and let me know if youre available for dinner or coffee or anything	happy	happy
2961	The advertisements appeared in Novoye Russkoye at the weekend , causing a buzz of excitement in the Soviet expatriate enclave of Brighton Beach , also known as Little Ode	happy	happy
2962	i feel that the media cannot be resolved effectively	happy	happy
2963	Furious Tory MPs now want to go to the High Court to force a new bal	anger	sadness
2964	i feel like my life is practically perfect in every way right now and i am every so happy	happy	happy
2965	i start feeling myself getting overwhelmed or frustrated i have tried to open up more about it instead of pushing it down deep slapping on a fake smile and waiting until i boil over	fear	sadness
2966	i feel awkward saying such things	sadness	sadness
2967	i feel lucky that theyve chosen to share their lives with me	happy	happy
2968	i giggle nervously when i feel threatened	fear	fear
2969	im feeling totally lame for not posting anything in forever and not even checking this blog in forever	sadness	sadness
2970	i feel vulnerable when im alone not only because i feel so incapable of defending myself but also because i could go into labour at any point	fear	fear
2971	i hear someone say we should just let gardeners be let folks do whatever they want i feel pretty aggravated	anger	anger
2972	Manager Graeme Souness 's touchline ban meant he could only watch in anguish from the directors ' bo	sadness	sadness
2973	i feeling so agitated right now	anger	fear
2974	i feel beaten and bruised from their harshness and wearied by their relentlessness	sadness	sadness
2975	i feel utterly depend on my sweet jesus to carry me through the next day hour mile conversation minute	happy	happy
2976	She did n't look quite so indignant as she 'd looked bef	anger	anger
2977	i growled at her i began to feel extremely annoyed with her	anger	anger
2978	i know i ll never commit incest but why it feels so much charming	happy	happy
2979	i can run i can dress up in public for fun and i can be the center of attention without feeling humiliated	sadness	sadness
2980	i guess im just feeling a little rebellious	anger	anger
2981	i find myself trying to discreetly smell his breath but then feel guilty for being so suspicious	sadness	fear
2982	i keep telling myself ill feel like celebrating when ive passed my boards date still to be determined	happy	happy
2983	i feel the matter has been resolved	happy	happy
2984	i hate feeling so despised and detested by someone who i truly care for and completely love	anger	anger
2985	i feel like i ve been beaten up by an american footballer then run over by a london bus	sadness	sadness
2986	i can usually do a month without feeling homesick	sadness	sadness
2987	i feel like i m uncertain about things i was once so certain	fear	fear
2988	i feel is vital to keeping my spirit young even as my body fades	happy	happy
